raw_data_id,link,txt_file_id,Rating,Review,Title,MPAA_Rating,Length,Genre,Released_date,Avg_rating,review_count,prime_view_link,notes,image_link
,https://www.imdb.com/title/tt8760280/?ref_=ttls_li_tt,https://www.imdb.com/review/rw6936411/?ref_=tt_urv,9,"A sweet, no-profanity, no-sex, love story set in Ireland, with American leads. There were a couple of interesting subplots that tempered the predictability of the main one. And the Irish lilt, the spectacular scenery, the feet-tapping music and the chemistry of the late teen (?) leads made for a pleasant evening's entertainment...Unlikely to win any awards, but will appeal to anyone tired of Hollywood's obsession with sex and violence.",Finding You,PG,1h 59min,"Drama, Romance",2021,6.1,1600,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4e305284-20aa-4269-a57b-5b649e35bb40?ref_=imdbref_tt_wbr_pvt_aiv&tag=imdbtag_tt_wbr_pvt_aiv-20,,https://m.media-amazon.com/images/M/MV5BNzk3ZWRiMjMtYWNhZS00N2U0LWI2YTYtMDliMzU5ZWZjZWFmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_FMjpg_UY720_.jpg
,https://www.imdb.com/title/tt1133985/?ref_=tt_mv_close,https://www.imdb.com/review/rw4107357/?ref_=tt_urv,9,"Not the best superhero movie of all time but this was a lot of fun. Ryan Reynolds is hilarious and a lot of the action is great. You can also tell that the people who made this film were actual fans of the character and his history, staying relatively faithful (for a movie) to the source material and comics. I wish they had done another one.",Green Lantern,PG-13,1h 54min,"Action, Adventure, Sci-Fi",2011,5.5,274000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.90a9f750-543c-b927-041a-678edb55a605?ref_=imdbref_tt_wbr_pvs_piv&tag=imdbtag_tt_wbr_pvs_piv-20,,https://m.media-amazon.com/images/M/MV5BZjQ1YTIxNzEtMzcxNC00NTUzLThkZjktMmJlYTcyMjBhMGUyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_FMjpg_UX1012_.jpg
,https://www.imdb.com/title/tt6902676/?ref_=tt_mv_close,https://www.imdb.com/review/rw5516488/?ref_=tt_urv,8,The negative reviews for this movie are hilarious. Are you expecting Shakespearean grade storytelling from a movie whose main character has guns bolted to his hands? This is meant to be pure entertainment and it delivers balls to the wall action mixed with over the top humour. I was genuinely entertained while watching this and I'm glad I decided to ignore the negativity surrounding it. It's best to just suspend belief and enjoy this film for what it is.,Guns Akimbo,R,1h 38min,"Action, Comedy, Thriller",2019,6.3,52000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.cab80e59-32b7-85af-9a14-db92b15578bc?ref_=imdbref_tt_wbr_pvs_piv&tag=imdbtag_tt_wbr_pvs_piv-20,,https://m.media-amazon.com/images/M/MV5BNzU3ZTI1OTktNjVkNy00OWEzLWIyNzAtMWQ5YjRkZDU1ZjAxXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_FMjpg_UY720_.jpg
,https://www.imdb.com/title/tt11788956/?ref_=tt_mv_close,https://www.imdb.com/review/rw7256002/?ref_=tt_urv,10,"I loved the visuals throughout the movie! I thought the acting was fantastic and that the cast had good chemistry especially the nuns (Bella Thorne, Libby Mintz and Andreja Pejic.), Josie Ho was really amazing as Queenie, the costumes were absolutely stunning and it has both action and comedic moments. I would definitely recommend if you don't mind something with a bit darker themes such as substance abuse etc. I think it's interesting and entertaining watch.",Habit,R,1h 21min,"Action, Comedy, Drama",2021,2.6,343,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.55ab57e7-7b05-4cb0-9529-daf86d3531ab?ref_=imdbref_tt_wbr_pvt_aiv&tag=imdbtag_tt_wbr_pvt_aiv-20,,https://m.media-amazon.com/images/M/MV5BZTNiOTY2MWItMTRiYi00Mzg0LWIzYmItYWRkMGRjZmI0YzYzXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_FMjpg_UX462_.jpg
,https://www.imdb.com/title/tt0097493/?ref_=tt_mv_close,https://www.imdb.com/review/rw1054433/?ref_=tt_urv,10,"Daniel Waters wrote one of the best satires ever in ""Heathers"", a dark comedy that ranks right up there with ""Dr. Strangelove"" and ""Network"". Certainly it's the best teen comedy ever made. Why? Because in spite of its highly stylized depiction of teenagers, it caught the truest essence of what high school is actually like in America. Not only that, it trashed the entire genre and-- in a feat of sheer genius-- even the *reaction* to the genre by outside observers (namely parents). Terry Southern could have done no better...""Westerburg high school self-destructed not *because* of society but because Westerburg High School *was* society"" was restated, to near-universal praise, by Michael Moore in ""Bowling For Columbine"", but Waters said it before him, said it better, and frankly he's got a lot more credibility (""Hudson Hawk"" notwithstanding). The cast is brilliant, even if, strangely, some of them don't seem to get what the whole movie was about. You half expect that most of the cast and crew, like the kids who sign a petition to bring Big Fun to the school for a gig, made a movie they didn't know they were making. But the key figures nailed it-- Ryder and Slater were never better...""Heathers"" is one of the best films of the Eighties-- put the lid on the Eighties, as it were. It has suffered criminal neglect, probably because it may have required an ""indie auteur"" to really knock the cinematic elements out of the park. The direction is competent but unspectacular. Still, the star is the writing, and Waters deserved an Oscar for this script. Unsentimental, vicious, and above all hilariously funny, he drove a stake through the heart of those oh-so-precious John Hughes films and, at the same time, set the stage for Kevin Williamson and all the rest. He did it with a perfect ear for dialogue combined with a Swiftian vision of social structures, and did it all as an argument *against* ironic detachment, for which this film and its messages needs to be revisited now more than ever. Simply incredible.",Heathers,R,1h 43min,"Comedy, Crime",1988,7.2,95000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.beb4986e-b14f-829b-6c2f-1001fd87f9f7?ref_=imdbref_tt_wbr_pvs_piv&tag=imdbtag_tt_wbr_pvs_piv-20,,https://m.media-amazon.com/images/M/MV5BYTVjNTM1MDItMDhiMy00ZmM1LWI0NDItNDhlZmEzZmEzMTBmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_FMjpg_UY720_.jpg
,https://www.imdb.com/title/tt0102057/?ref_=tt_mv_close,https://www.imdb.com/review/rw4232384/?ref_=tt_urv,10,"Hook is another childhood favorite that still holds up well today. It runs a little long and there are some missteps (e.g. Julia Roberts as Tinkerbell), but it really does appeal to the child in me. And watching it as an adult has given me a whole new perspective on Peter Banning - including his shortcomings, fears and joys as a father. Plus, who doesn't love the imaginary banquet scene? This is a fun movie.",Hook,PG,2h 22min,"Action, Comedy, Family",1991,6.8,242000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.c4b32331-a8b7-f4fe-bc81-9b2d63ff5a3a?ref_=imdbref_tt_wbr_pvs_piv&tag=imdbtag_tt_wbr_pvs_piv-20,,https://m.media-amazon.com/images/M/MV5BNmJjNTQzMjctMmE2NS00ZmYxLWE1NjYtYmRmNjNiMzljOTc3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX800_.jpg
,https://www.imdb.com/title/tt0448011/?ref_=tt_mv_close,https://www.imdb.com/review/rw4174319/?ref_=tt_urv,9,"Ok, so Nic Cage may not be the actor of the century but he does do poe faced well, lol. However this movie is highly under-rated. Chandler Canterbury is fantastic and the special Fx are some of the best ive ever seen. The storyline is also thought provoking and new. My only gripe is the ending, which wouldnt have been my choice.",Knowing,PG-13,2h 1min,"Action, Drama, Sci-Fi",2009,6.2,226000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42a9f79f-1caf-4dc5-f541-8f0f3c579968?ref_=imdbref_tt_wbr_pvs_piv&tag=imdbtag_tt_wbr_pvs_piv-20,,https://m.media-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_FMjpg_UX510_.jpg
,https://www.imdb.com/title/tt5078852/?ref_=ttls_li_tt,https://www.imdb.com/review/rw7063832/?ref_=tt_urv,8,All thou much is fictionalized Harvey Keitel is awesome as usual to watch...Well acted ( awards for Harvey )...Its a bit slow its not a gangster action film but a story of the life of Lansky...A violent man driven to succeed in the criminal world of the United States...I say watch this film for the acting .,Lansky,R,1h 59min,"Biography, Crime, Drama",2021,6.3,2200,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.13bc4da6-489a-4b00-af04-ed7616780600?ref_=imdbref_tt_wbr_pvt_aiv&tag=imdbtag_tt_wbr_pvt_aiv-20,,https://m.media-amazon.com/images/M/MV5BZWM4Y2E0MzgtYmM3MS00Mzc3LTk0YjktNWE2ZTMzMDBkMjJhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_FMjpg_UX731_.jpg
,https://www.imdb.com/title/tt3892172/?ref_=tt_mv_close,https://www.imdb.com/review/rw4412902/?ref_=tt_urv,10,"One of my all-time favorite films, but it might not be yours. This is the first film I've actually reviewed after 10+ years on IMDb. Clearly some people are unimpressed by this film and others think it's amazing; I am in the latter category...I'm also someone who, when I was a kid, fantasized about what it would be like to live off the land and away from people. This is a truly unique film in that it does not spell it out for you; does not have a position; it does not have villains; It is willing to let you make your own conclusions. Clearly this bothers some people, as does the pace. Speaking for myself, I was never bored. I was riveted from beginning to end. I had never seen the trailer, and I would recommend not seeing the trailer...A main complaint from those who don't like it seems to be there are enough bad people; I actually found this refreshing. I don't meet many bad, evil people in my every day life; most people are pretty cool, I find. I actually felt the fundamental premise of the movie was realistic and I appreciated that it was willing to skip ahead and not spell out every beat. Or fill in the backstory. A good film can choose the story it wants to tell and does not need to fill in every interstitial space or to mimic the way things would necessarily unfold in the real world. I suppose it could be a realistic criticism that things could never quite happen this way, but it certainly did not bother me. I thought this film portrays people - and I mean all the characters in the film, not just the primary two - that are too rarely portrayed in film, but do exist in our world...As everyone seems to agree, the cinematography and acting are extraordinary. I also thought the story was unique and refreshing, and for me at least, the pacing was perfect. I believe I benefited from having no idea where it was going to go, so I would recommend skipping the trailer and seeing it for whatever reason compels you. Perhaps just the beautiful, green forests of the Pacific Northwest.",Leave No Trace,PG,1h 49min,"Adventure, Drama",2018,7.2,55000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.38b23ff6-e180-f26d-cad8-eb5e730735bc?ref_=imdbref_tt_wo_pvt_aiv&tag=imdbtag_tt_wo_pvt_aiv-20,,https://m.media-amazon.com/images/M/MV5BMWI5Zjc2ZjEtZjM3Mi00ODFiLWFhMTYtMzhiZmE1ODUzZGQ2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_FMjpg_UX500_.jpg
,https://www.imdb.com/title/tt0110443/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=ea4e08e1-c8a3-47b5-ac3a-75026647c16e&pf_rd_r=H7X08RM751K56KQNW998&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=moviemeter&ref_=chtmvm_tt_76,https://www.imdb.com/review/rw0343295/?ref_=tt_urv,9,"I'm not much of a Damon Wayans fan, but this is one of my favorite movies. The cover is misleading since Major Payne doesn't smile much in the movie. I also don't think it is for children due to the profanity and adult situations. Given the right target audience, though, this movie is hilarious. If you have ever been in the real military (sorry AF vets), you should see the humor in a battle-crazed but hardcore military officer using adult military training techniques on children in order to teach them discipline and teamwork. I don't think anyone could have played that role better than Damon Wayans. I believe this movie shows he has true acting talent which doesn't seem to show up much in his other movies.",Major Payne,PG-13,1h 35min,"Adventure, Comedy, Family",1995,6.3,33000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.aea9f7a5-dee8-d237-9923-e9f534cf746e?ref_=imdbref_tt_wo_pvt_aiv&tag=imdbtag_tt_wo_pvt_aiv-20,,https://m.media-amazon.com/images/M/MV5BYWRmNmZmZDYtZTA5NS00MTMwLWI1YTgtOWJkM2IzMmM5YmEwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX800_.jpg
,https://www.imdb.com/title/tt0181689/?ref_=tt_mv_close,https://www.imdb.com/review/rw0613807/?ref_=tt_urv,10,"I read a lot of previous posts about this movie. This is one of the best films of the year, and of recent years. This is a perfect blend of action, suspense, thrills and film-noir. The plot is intelligent and fresh. People saying it is not original must have slept through the movie. Tom Cruise is fantastic, Colin Farrell is amazing, as well as Samantha Morton. Spielberg again proves that he is the master of cinema. A truly great director. I'll agree, the ending was a little too happy, but not worth complaining about. This film is not about product placement as previously suggested, it is simply a entertaining and yet realistic glimpse of what our future may look like, as advertising becomes more advanced and intrusive. The film creates many moral questions and issues, and should leave you thinking. Is being arrested for doing something you actually havn't commited yet fair? It is worth seeing again and again. As a film lover and critic, i can say it is one amazing movie.",Minority Report,PG-13,2h 25min,"Action, Crime, Mystery",2002,7.6,525000,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.8eb91522-1abc-b7d1-f71f-30234c5d4266?ref_=imdbref_tt_wbr_pvs_piv&tag=imdbtag_tt_wbr_pvs_piv-20,,https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg
1077,http://www.imdb.com/title/tt0040613,1077_8,8,"This is comedy as it once was and comparing this with the two remakes, THE MONEY PIT and ARE WE DONE YET?, only points out all the more how the 40's movie makers had a flair for comedy which has since, regretfully, been lost.I was 15 when I first saw this and even at that tender age, there was much I could laugh at. Now of course being familiar with adult frustrations, I see a whole lot that I missed as a youth.The three main actors...Cary Grant, Myrna Loy, and Melvyn Douglas...interacted perfectly, but the core of the movie lies in the frustrations encountered in achieving a dream. It's never as easy and free of unseen complications as one envisions.All in all, this is a classic comedy which still stands above the attempts to remake it.",Mr. Blandings Builds His Dream House (1948),Approved,1h 34min,"Comedy, Romance",4 June 1948 (USA),7.3,10499,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.12aa78a3-e310-1bc2-9697-c674b837e28b?ref_=imdbref_tt_wbr_pvt_aiv&tag=imdbtag_tt_wbr_pvt_aiv-20,,"https://m.media-amazon.com/images/M/MV5BYWM0ZjU1YTgtOTQ5Zi00MWY5LTk4ZjEtOTE4YWU1Y2RmZjU5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
,https://www.imdb.com/title/tt11084432/?ref_=ttls_li_tt,https://www.imdb.com/review/rw7063604/?ref_=tt_urv,8,It is a unique original horror film that is very beautifully written and shot. It has a really catchy idea that is both creepy and heartbreaking. It is so simple yet it has a very creepy atmosphere without any forced efforts. Performances are superb. If you're into indie horrors then My Heart Can't Beat Until You Tell It To is a must see.,My Heart Can't Beat Unless You Tell It To,,1h 30min,"Drama, Horror",2020,6,852,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.5b370b2b-d515-46aa-b9dd-243d53412b0a?ref_=imdbref_tt_wbr_pvt_aiv&tag=imdbtag_tt_wbr_pvt_aiv-20,,https://m.media-amazon.com/images/M/MV5BYzA1N2QyNmEtMDQwNi00YWY4LThiOWEtOTdmNGMzNmM2MzM2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_FMjpg_UY720_.jpg
